0	there
1	i'd
2	processing
3	italian
4	some
5	update
6	i
7	options
8	api_call
9	was
10	your
11	excellent
12	grateful
13	rock
14	for
15	shortly
16	happy
17	<SILENCE>
18	on
19	great
20	madrid
21	to
22	going
23	shall
24	girl
25	be
26	sir
27	people
28	hey
29	hello
30	welcome
31	thank
32	finding
33	assist
34	london
35	restaurant
36	second
37	book
38	day
39	the
40	actually
41	two
42	like
43	hi
44	how
45	greetings
46	else
47	up
48	have
49	modify
50	provide
51	prefer
52	please
53	six
54	no
55	maam
56	a
57	paris
58	ok
59	morning
60	will
61	what
62	cheap
63	indian
64	moment
65	dude
66	good
67	instead
68	would
69	may
70	reservation
71	could
72	four
73	food
74	moderate
75	cuisine
76	any
77	problem
78	me
79	back
80	eight
81	want
82	pleasure
83	am
84	give
85	now
86	french
87	change
88	madam
89	right
90	cool
91	table
92	help
93	start
94	make
95	with
96	bombay
97	british
98	rome
99	of
100	thing
101	price
102	awesome
103	expensive
104	sure
105	you're
106	is
107	range
108	request
109	can
110	anything
111	today
112	thanks
113	other
114	in
115	spanish
116	i'm
117	looking
118	it
119	you
